n_samples,auc,auc_drop,cosine_similarity,proj_norm_pre,proj_norm_post
10,0.9910975075002911,-0.0002155327250520367,0.9938600471128465,20.208971555717152,20.36759734282392
50,0.9914431030766678,-0.0005611283014287372,0.9652219121128418,20.208971555717152,19.381736102256422
100,0.9907915501262228,9.042464901631853e-05,0.908599529341513,20.208971555717152,20.499073935362954
500,0.9900793011784932,0.0008026735967459064,0.7787303387648576,20.208971555717152,19.653259282550113
